city,company_name,contact_person,designation,email,fax,mobile,phone,pincode,state,street_Address,website
KOLKATA,VENISMAL WORLD TRAVEL AGENTS PVT LTD.,MR. J.T. RAMNANI,DIRECTOR,jramnani@vensimal.net,,NULL,033-4022999,700001,WEST BENGAL,"18, RABINDRA SARANI, PODDAR COURT, GROUND FLOOR",www.vensimal.com
DISTT.SRINAGAR,VENICE OF THE EAST,MR.AJAZ AHMAD KHAR,PROPRIETOR,veniceoftheeasttt@gmail.com,,.,0194-2477489 (M) 94190614,,JAMMU & KASHMIR,"HB CHICAGO, DAL LAKE, NEHRU PARK",www.veniceofeast.com
DELHI,VAYUDOOT WORLD TRAVELS INDIA PVT. LTD.,MR.JITENDER KUMAR JAIN,DIRECTOR,vayudoottravels@gmail.com,011-23512588,+91 0091-9313338256/98104,0091-11-47631008/23545624/23545625,110006,DELHI,"4614-16, FIRST FLOOR, MAIN ROAD, PAHARI DHIRAJ, SADAR BAZAR",www.vayudoottravels.in
JAIPUR,VASUNDHRA EVENT HOLIDAYS PVT. LTD.,MR. VIRENDRA SINGH SHEKHWAT,DIRECTOR,vasundhraholidays@gmail.com,.,0091 - 8963007002,0141 - 4010106,302012,RAJASTHAN,"131, JANAK MARG, OFFICERS CAMPUS, SIRSI ROAD,VAISHALI NAGAR",www.vasundhraholidays.com
NOIDA,VASCO TRAVEL PVT. LTD.,MR. CHANDER K. ABBOT,CHAIRMAN,vasco@vascotravel.net,0120-4601381,,0120-4601390,,UTTAR PRADESH,"N-12, LEVEL 3, SECTOR 18",www.vascotravel.net
DELHI,VARDHMAN VACATIONS,MR. RAJIV JAIN,PROPRIETOR,rajiv@vardhmanvacations.com,.,.,"011-23242244, 42512237",110005,DELHI,"2/5,FIRST FLOOR, ANSARI ROAD, DARYAGANJ",www.vardhmanvacations.com
VADODARA,VANDANA TRAVELS,MR. HARISH JHAVER,CEO,vtworking@gmail.com,.,.,0265-2280705-7,390023,GUJARAT,"G-3/4, SHREEJI ASTHA AVENUE, B/4 BALAJI HOSPITAL, SUBHANPURA",www.vandanatravels.com
NEW DELHI,VANDANA AIR TRAVELS PVT. LTD.,MR.RAJESH KUMAR AGNIHOTRI,DIRECTOR,info@vadanaairtravel.com,011-49054949,.,"011-49054905, 49549001",,DELHI,"204, COMMERCIAL COMPLEX, THAPAR HOUSE, GULMOHAR ENCLAVE",www.vandanaairtravels.com
GUWAHATI,VALUEMYTRIP TRAVELS PVT. LTD.,MR.BISHAL JAIN,DIRECTOR,admin@valuemytrip.com,.,0091 - 9435117687,"0361-2970058, 2971325",781007,ASSAM,"201-A, 2ND FLOOR, ROYAL VIEW BUILDING, B.K. KAKOTI ROAD, ULUBARI",www.valuemytrip.com
NEW DELHI,VALLEY HOLIDAYS,MR.KAISER AHMED,GENERAL MANAGER,info@valleyholidays.com,0091-11-26210577,0091-.981 805 1330,0091 -11-26210571/26210561,110024,DELHI,"C-18, 02ND FLOOR, DAYANAND COLONY, LAJPAT NAGAR-4",www.valleyholidays.com
NEW DELHI,VAISHALI TRAVEL SERVICE (P) LTD.,MR. ATAMJEET SINGH SABHARWAL,MANAGER-TR,ajit.vaishali@gmail.com,,,011-41264126 (100 LINES),,DELHI,"FLAT NO. 303-304, PADMA TOWER -I RAJENDRA PLACE",www.vaishalitravels.com
DELHI,VACATION DREAMZ PVT. LTD.,MR. JAGDISH SINGH,DIRECTOR,jagdish@vacationdreamz.com,.,+91 0091-9811648626,011-22625364,110096,DELHI,"203, VARDHMAN MAYUR MARKET NEAR MIG POCKET 6, MAYUR VIHAR, PHASE-3",www.vacationdreamz.com
NEW DELHI,VACATION EXPERTS PVT. LTD.,MR.ARUN KESHARWANI,DIRECTOR,arunk@vacationexperts.in,,.+919810055028,011-41881570-72,,DELHI,"314-A, RAJENDRA MAHAVEER TOWER, B-2, MMTC/STC, GEETANJALI ENCLAVE",www.vacationexperts.in
THIRUVANANTHAPURAM,VACATION INDIA,MR. BENNY THOMAS,MARKETING MANAGER,holidaytvm@holidayshop.org.in,0471-2314561,.,"0471-2312028, 2313485",695010,KERALA,"VACATION HOUSE, VELLAYAMBALAM – SASTHAMANGALAM ROAD",www.holidayshop.org.in
NEW DELHI,VACATIONS TRAVELS & TOURS (P) LTD.,Mr Lally Mathews,DIRECTOR,vacationtravel@vsnl.net,011-26196765,9811016558,26194048,110029,DELHI,"136 A / HUMAYUNPUR, OPP: B-6/106 SAFDARJUNG ENCLAVE",www.IndiaHolidays4U.com
MUMBAI,UTSAV TOURS & TRAVELS,MR.NABISAHEB B.NAIKODI,PROPRIETOR,nabi.utsav@gmail.com,022-40054201,.,022-40054201/2,400102,MAHARASHTRA,"402, RUBY TOWER, SAHAKAR ROAD JOGESHWARI (W)",www.utsavtours.com
RAMNAGAR,UTTARAKHAND VACATION PVT. LTD.,MR. GAURAV BANSAL,DIRECTOR,info@uttarakhandvacation.com,.,.,"05947-252425, 254585",244715,UTTRAKHAND,"OPP. CANARA BANK, NANDA LINE, DISTRICT NAINITAL",www.uttarakhandvacation.com
GHAZIABAD,UNTOLD INDIA TOURS PVT. LTD,MR. PRAVEEN KUMAR  ,DIRECTOR,praveen@untoldindia.in,.,0091- 9810598637,0091- 9810598637,201010,UTTAR PRADESH,"D-56, GROUND FLOOR, KAUSHAMBI	",www.untoldindia.in
CHENNAI,UNITED TRAVEL SERVICES (A DIV. OF UNITED VISA SERVICES PVT. LTD.),MR. ARUL LAZARAN,DIRECTOR,reservations@flyuts.com,0091 - 44 - 28526173,0091- 98 41 062 657,"044-42146172, 30286172-77",600008,TAMILNADU,"NO.8, 1ST FLOOR, SINDHUR PLAZA, DOOR NO.42, MONTIETH ROAD EGMORE",www.flyuts.com
NEW DELHI,UNITED TRAVEL SERVICE (INTERNATIONAL) PVT LTD,MR. SANJEEV BHANDARI,DIRECTOR,sanjeev@utsindia.net,011-23326226,,"011-23312804,23312226, 23",,DELHI,"801-802 NIRMAL TOWER, 26, BARAKHAMBA ROAD",www.utsindia.net
NEW DELHI,UNITOP TOURS & TRAVEL (P) LTD.,MR. SUBODH MATHUR,M.D.,unitop@airtelmail.in,"011-25550991,41579556",,"011-25550992, 41589897, 2",,DELHI,"506/2F, COMMERCIAL FLAT, DDA BLDG. 02, DISTRICT CENTRE, JANAKPURI,",www.unitoptours.com
NEW DELHI,UNIVERSAL TRAVELS & ALLIED SERVICES (UTAS),MR. RAVI RAWAL,PROPRIETOR,utastravels@gmail.com,.,0091-9810208852,0091 -11 - 41708852 / 43509503 / 40284150,110049,DELHI,"D-15, SOUTH EXTENSION PART- 2 (MAIN RING ROAD), GROUND FLOOR (G-18-19-20) ",www.utasindia.com
NEW DELHI,UNITED CONTINENTS TRAVEL SERVICE,MR. M.ALTAF SIAH,PARTNER,altaf@ucindia.in,.,.,0091- 11- 26420556 / 65454529,110024,DELHI,"A-17, 2ND FLOOR, DAYANAND COLONY, LAJPAT NAGAR-IV",.
NEW DELHI,UNIQUE HOLIDAYS,MR. MAHENDRA SINGH,PROPRIETOR,uholidays@gmail.com,011-26193733,.,011-26193733,110 066,DELHI,"31, MOHAMMADPUR BHIKAJI CAMA PLACE",www.touraroundindia.com
"New York, NY 10001",UNITED STATES TOUR OPERATORS ASSOCIATION,Mr. Terry Dale,President & CEO,information@ustoa.com,001- 212 599 6744,.,001- 212 599 6599, NY 10001,NY 10001,345 Seventh Ave. Suite 1801,www.ustoa.com
NEW DELHI,UNIEXPRESS PVT. LTD.,MR.SAMEER GUPTA,MANAGING DIRECTOR,unex@airtelmail.in,011-23355266,0091 - 9910577801,011-41505550-52,110001,DELHI,"106, ROHIT HOUSE 3, TOLSTOY MARG",www.unextravelindia.in
NEW DELHI,UNIGLOBE MOD TRAVELS PVT. LTD.,MS.SEANA WADE,CEO,booking@1globe.in,011-47107699,,011-47107600,,DELHI,"4-7 C, DDA SHOPPING CENTER NEW FRIENDS COLONY",www.1globe.in
NEW DELHI,UNIQUE AIR SERVICES PVT. LTD.,MR. MANOJ KUMAR,DIRECTOR,uniquetravels@vsnl.com,011-26472651,,"011-26431210, 26431271",,DELHI,"FLAT NO. 203, NEELKANT PALACE 190-191, SANT NAGAR, EAST OF KAILASH",
NEW DELHI,UDAY TOURS & TRAVEL PVT. LTD.,MR.VINAY MARWAH,MANAGING DIRECTOR,uday@del2.vsnl.net.in,011-28757108,#ERROR!,011-47151515,,DELHI,"10/2459, BEADON PURA KAROL BAGH",www.udaytour.com
MUMBAI,UHM VACATION PVT. LTD.,MR.IZHAR AHMAD,DIRECTOR,ceo@uhmvacation.com,022-28400814,,022-24800815/3833/3837,,MAHARASHTRA,"C-715,DATTANI PLAZA,EAST WEST INDUSTRIAL ESTATE,SAFED POOL, SAKINAKA, ANDHERI",www.uhm.travel
New Delhi,UNI CRYSTAL HOLIDAYS PRIVATE LTD.,MR. P.D. SHARMA,M.D.,info@unicrystalholidays.com,011-26100313,919999422622,"011-26100311,26100312, 46",110066,Delhi,"A-201, Ansal Chambers-1,",www.unicrystalholidays.com
NEW DELHI,TWU TRAVEL WITH US PVT. LTD.,MR.SHYAM MOHAN SAIGAL,MANAGING DIRECTOR,saigal1@vsnl.com,.,.,0091- 8800883071,110030,DELHI,"360, Ground Floor, CBR, MG Road, Behind The Indian Bank, Village Sultanpur",www.trvlwithus.com
NEW DELHI,TYBROS (INDIA) TOURS PVT. LTD.,MR. VIVEK TYAGI,DIRECTOR - HR & FINANCE,info@tybrosindia.com,011-25725640,,"011-43202002, (M) 9899896",,DELHI,"5/54, F.F. (ABV. CAFE COFFEE DAY) MAIN SHANKAR ROAD, OLD RAJINDER NAGAR",www.tybrosindia.com
NEW DELHI,UDAAN INDIA PVT. LTD.,MR. RAJAN DUA,MANAGING DIRECTOR,md@udaanindia.com,,NULL,011-46700600,110066,DELHI,"309-312, SOMDUTT CHAMBERS-2 BHIKAJI CAMA PLACE",www.udaanindia.com
THIRUVANANTHAPURAM,UDAY SAMUDRA LEISURE BEACH HOTEL,MR. RAJA GOPAAL IYER,VICE PRESIDENT,uds@hathway.com,0471-2481578,.,"0471-2481654, 2483111",,KERALA,"G.V. RAJA ROAD, SAMUDRA BEACH KOVALAM",www.udaysamudra.com
NEW DELHI,TUSHITA TRAVELS PVT. LTD.,MR. DHEERAJ REDDY,MANAGING DIRECTOR,dheeraj@tushita.travel,.,.,011 25730256 / 25733652,110008,DELHI,"501-505 HEMKUNT HOUSE, 6 RAJENDRA PLACE",www.tushita.travel
JAIPUR,TUSHITA TRAVELS (P) LTD.,MR.VIJAIVIKRAM SINGH,TRAVEL MANAGER,vijaivikram@tushita.travel,.,.,0141-2220020,302006,RAJASTHAN,"3, BHAGAT VATIKA, HAWA SADAK, CIVIL LINES",www.tushita.travel
BANGALORE,TUSHITA TRAVELS PVT. LTD.,MS.SONIA KAVERIAPPA,HEAD OF PRODUCTION (SOUTH INDIA),sonia@tushita.travel,.,.,080-25445169,560043,KARNATAKA,"2ND FLOOR, RAIYAAN ARCADE, 1ST STAGE, FIRST BLOCK, 116, HBR LAYOUT",www.tushita.travel
MUMBAI,TULSIDAS KHIMJI HOLIDAYS PVT. LTD.,MR. JAY BHATIA,DIRECTOR,travel@tulsidaskhimji.com,022-22043422,,022-66102100-10,,MAHARASHTRA,"ISLAM BUILDING, 2ND FLOOR 46, VEER NARIMAN ROAD, FORT",www.tulsidaskhimji.com
ERNAKULAM,TUSHITA TRAVELS (P) LTD.,MR. JOSEPH ANTHONY,OPERATION MANAGER,joseph@tushita.travel,0484-2317659,.,0484-2319046,682036,KERALA,"MIG 345, PANAMPILLY NAGAR",www.tushita.travel
SRINAGAR,TUSHITA TRAVELS (P) LTD.,MR. JAN MEER,TOUR EXECUTIVE,jan@tushita.travel,0194-2473844,.,0194-2473844,190008,JAMMU & KASHMIR,"TUSHITA HOUSE, RAJ BAGH NEAR: NEW ERA PUBLIC SCHOOL",www.tushita.travel
CHENNAI,TUSHITA TRAVELS (P) LTD.,MRS. NEETHU CHAKOCHAN,MANAGER,neethu@tushita.travel,.,.,044-28553164,600008,TAMILNADU,"2ND FLOOR, 21 PRINCE PLAZA 46, PENTHEON ROAD,EGMORE",www.tushita.travel
AHMEDABAD,TRULYY INDIA HOTELS AND RESORTS PVT. LTD.,GUJARAT,MR. NARESH ARORA,naresharora@tihr.in,079-26463730,.,"079-2643724, 264463725",380008,GUJARAT,"#402, 4TH FLOOR, AAKAR-3, NEAR CHOICE RESTAURANT,OPP. RAJIV HOUSE, C.G. ROAD, NAVRANGPURA",www.trulyyindiahotels.com
NEW DELHI,TTP TRAVELS (P) LTD.,MR. SANJAY KAPOOR,SR. MANAGER-CORPORATE AFFAIRS,ttpinfo@travelppl.com,011-46206699,,011-46206621/23/25,,DELHI,"G-55, CONNAUGHT CIRCUS, FIRST FLOOR OPP: PALIKA PARKING EXIT GATE",www.travelppl.com
NEW DELHI,TRULY INDIA TOURS & TRAVELS,MR.SUSHIL KUMAR GUPTA,PARTNER,info@trulyindiatours.com,,#ERROR!,011-41724351/4352/4353,,DELHI,"E-1, SECOND FLOOR, SHAHPUR JAT",www.trulyindiatours.com
GURGAON,TS TRAVEL SERVICES,MRS. SUMATI KATARIA,,tstravelservices@consultfortravel.in,,NULL,0124- 4068852,122002,HARYANA,"U-26 A/6, GROUND FLOOR, PHASE-III, DLF CITY",www.tstravel.in
MUMBAI,TRIUS HOLIDAY PVT. LTD.,MR.MINOO BHAWSAR,DIRECTOR,info@triusholiday.com,022-28818017,.,"022-28818017, 66949030",,MAHARASHTRA,"C/103, VEENA NAGAR, OPP. S.B.I. BANK, CHINCHOLI, S.V. ROAD, MALAD (WEST)",www.triusholiday.com
BHUBANESHWAR,TROPICAL VACATIONS (INDIA) PVT. LTD,MR.SAROJ KUMAR SAMAL,MANAGING DIRECTOR,saroj@tropicalvacations.in,,.,0674-2301195,,ODISHA,"PLOT NO.4706/5809, GAJAPATI NAGAR, POST OFFICE SAINIK SCHOOL",www.tropicalindiaholidays.com
MUMBAI,TRIP PLANNERS WORLD PVT. LTD.,MR. SAJEEV GULATI,,sgulati@tripplannersworld.travel,,NULL,022-66913030,400060,MAHARASHTRA,"UNIT NO. 10006, 10TH FLOOR, HUB TOWN VIVA, SHANKAR WADI, OFF WESTERN EXPRESS HIGHWAY, ANDHERI",www.tripplannersworld.travel
NEW DELHI,TRIPPLANERS,MR.ABHISHEK JAIN,PROPRIETOR,tripplanners@yahoo.co.in,011-42321525,,011-45500000,,DELHI,"SHOP N0.101, A-6, CSC MARKET, NEAR C.A. APARTMENTS, PASCHIM VIHAR",www.tripplanners.co.in
NEW DELHI,TRIP INDIA HOTELS & HOLIDAYS,MR. SANDEEP GANJOO,GENERAL MANAGER,sandeep@tripindiahotels.com,.,0091 - 99 10 329 129,0091 - 11 - 26162705,110066,DELHI,"B-29, ANSAL CHAMBER, NO -2, BHIKAJI CAMA PLACE",www.tripindiahotels.com
BHUBANESWAR,TRIP PROCESS PVT. LTD.,MS. SUDIPTA RATH,MANAGING DIRECTOR,mgmt@tripprocess.com,0674-2545423,NULL,0674-2545423,751007,ODISHA,"B-63, SAVITRI TOWER, 3RD FLOOR RUPALI SQUARE, SAHEED NAGAR",www.tripprocess.com
MUMBAI,TRINITY AIR TRAVEL & TOURS PVT. LTD,MR. BABY JOHN,M.D.,trinity_bom@hotmail.com,022-26662034,,"022-26664111-13, (R) 2667",,MAHARASHTRA,"2, GOLDEN ARROW APTS.,NEAR STATE BANK OF HYDERABAD, KALINA, SANTACRUZ (E)",
MUMBAI,TRIP NAVIGATOR PVT. LTD.,MR. GAVIN D COSTA,DIRECTOR,gavin@tripnavigator.in,.,0091 - 916 749 9294,0091 - 916 749 9293,400086,MAHARASHTRA,"D-308, Neelkanth Business Park, Vidya Vihar - West",www.tripnavigator.in
NEW DELHI,TRINITY TOURS AND TRAVELS PVT. LTD.,MR.VIKRAM MAZUMDER,DIRECTOR,vikram@trinity.co.in,011- 26899414,,"011-26890180, 26892488",,DELHI,"5, I FLOOR, CSC, SECTOR-D, POCKET 4 VASANT KUNJ",
MUSSOORIE,TREK HIMALAYA TOURS PVT. LTD.,MR NEELAMBAR BADONI,DIRECTOR,neelubadoni@gmail.com,0135-2631302,,0135-2630491,,UTTARAKHAND,"THE MALL, JHULAGHAZ",www.trekhimalaya.com
MUMBAI,TRIMURTI HOLIDAYS,MR. FRANK GOVEAS,MANAGING PARTNER,frank.g@trimurtiholidays.com,022-22871780,,022-22854866 (13 LINES),,MAHARASHTRA,"1203-04, DALAMAL TOWERS FREE PRESS JOURNAL MARG, NARIMAN POINT",www.trimurtiholidays.com
NEW DELHI,TRINETRA TOURS (P) LTD.,MR. TAPAS BANERJEE,DIRECTOR,tours@trinetratoursindia.com,011-41586639,,011-41586631,,DELHI,"SUITE 607, ANSAL MAJESTIC TOWER VIKAS  PURI",www.trinetratoursindia.com
MUMBAI,TREASURE TOURISM CORPORATION LTD,MR. IQBAL MULLA,C.M.D.,info@treasureindia.com,022-29255557,,022-61505555,,MAHARASHTRA,"119, 1ST FLOOR, HUB TOWN SOLARIS PROF PHADKE MARG, ANDHERI EAST",www.treasureindia.com
GURGAON,TREE OF LIFE RESORTS & HOTELS,MR. HIMMAT ANAND,FOUNDER,himmat@treeofliferesorts.com,.,0091 960209100/960209200,"0091960209100, 960209200",.,HARYANA,"C-37, FIRST FLOOR, SUSHANT LOK, PHASE-1, NEAR HUDA METRO STATION",www.treeofliferesorts.com
NEW DELHI,TREE TRUNK TRAVEL PVT. LTD.,MR. RAVI SHANKAR SINGH ,DIRECTOR,info@treetrunktravel.com,.,0091- 9718718254,0091-11-41573677,110016,DELHI,"C-128/5, THIRD FLOOR, NEAR BHIKAJI CAMA PLACE, MOHAMMADPUR",www.treetrunktravel.com
DELHI,TREFF TRAVEL TEAM (P) LTD.,MR. UDAY VIR SINGH TALWAR,DIRECTOR,trvlteam@trefftravelteam.com,,,011-22485335/22485336,,DELHI,"304-VIKAS COMPLEX, VIKAS MARG S-524, SCHOOL BLOCK",www.trefftravelteam.com
NEW DELHI,TRAVLOGUE INDIA PVT. LTD,MR. MANIK MANCHANDA,DIRECTOR,manik@travlogueindia.com,.,.,0091-11-47009451,110075,DELHI,"FLAT NO. 304, PLOT NO. 11, SECTOR 1A, POCKET -6, KUMUDI APARTMENT NASIRPUR, DWARKA",www.travlogueindia.com
MUMBAI,TRAVNET TOURISM SERVICES PVT. LTD.,MR. KETAN WAGANI,DIRECTOR,info@travnet.co.in,022-26736100,9820240024,"022-65848488-89, 26736111",400053,MAHARASHTRA,"239, KUBER COMPLEX, OPP. SAB TV, NEW LINK ROAD, NEAR DN NAGAR METRO STATION ANDHERI WEST",www.travnet.co.in
NEW DELHI,TRAVINDI,MR. SUBHDEEP SADHU,PARTNER,sales@travindi.com,.,.,"0091-11-47095779, 4943779",110075,DELHI,"OFFICE NO -311, PLOT NO-5, KRISHNA MALL (3RD FLOOR), SECTOR -12, DWARKA",www.travindi.com
GURGAON,TRAVSTARZ HOLIDAY & DESTINATIONS (P) LTD.,MR.PANKAJ NAGPAL,MANAGING DIRECTOR,pankajnagpal@travstarz.com,.,.,0091-124-4705300,1220002,HARYANA,"UNIT 303-304, VIPUL AGORA, MG ROAD , SECTOR -28",www.travstarz.com
MUMBAI,TRAVELS UNLTD MEDIA PVT. LTD.,MR. AALOKE DALMIA,MANAGING DIRECTOR,md@travelunltd.com,.,.,022-66028888,400053,MAHARASHTRA,"324 A, KUBER COMPLEX, OPP. LAXMI , ANDHERI (W)",www.travelsunltd.com
GOA,TRAVELSMITH ADVENTURE PVT. LTD.,MR.DEEPAK LOTLIKAR,MANAGING DIRECTOR,deepak@travelsmith.in,0832-2731418,NULL,"0832-2731438, 2731428",403601,GOA,"OFFICE NO.AS-28, 2ND FLOOR, L& lCORREIA'S PRIDE BUILDING, MARGAO SALCETTE",www.travelsmith.in
NEW DELHI,TRAVELSCAPES,MR.AKSHAY KAUL,PROPRIETOR,akshaykaul@travscapes.com,011-46592236,NULL,"011-46593437, 46593435",,DELHI,"S-78, GREATER KAILASH-II",www.travelscapes.co.in
CHENNAI,TRAVELONE INDIA PVT. LTD.,MR. TEJRAJ B. SOLANKI,DIRECTOR,travel.travelone@gmail.com,0091-44- 43306206,+91 .,0091-44-24341007 / 43306206,600017,TAMILNADU,"SUITE NO.22, ELEGANT APARTMENTS, LEVEL-II, NO.26/18, HINDI PRACHAR SABHA STREET, VENKAT NARAYANA ROAD, T. NAGAR",www.travelonego.com
GHAZIABAD,TRAVELOGY INDIA PVT. LTD.,MR.SANTOSH KUMAR GUPTA,DIRECTOR,santosh@travelogyindia.in,,9910071704,0120-4113120/4114604,,UTTAR PRADESH,"OFFICE NO. 322, 3RD FLOOR, ANGEL MEGA MALL, CK-1, KAUSHAMBI",www.travelogyindia.com
KOLKATA,TRAVELS & RENTALS LUFTHANSA CITY CENTRE,MR. DEVENDRA PAREKH,MANAGING DIRECTOR,devendra.parekh@travelsandrentals.com,033-40000778,.,033-40000777,,WEST BENGAL,"P161 LENIN SARANI, PAREKH HOUSE",
NOIDA,TRAVELRAZE,MR. NARESH AGGARWAL,PROPRIETOR,naresh@travelraze.com,.,.,0091-120-4275099 /4275100,201301,UTTAR PRADESH,"B-1 A/22, SECTOR-51",www.travelraze.com
KOCHI,TRAVELOGICS (P) LTD.,MS. SUSANNA GEORGE,M.D.,info@travelogics.co.in,0484-2370012,0091 - 9447118666,0484 - 2365765 / 4087600,682016,KERALA,"HARINI BUILDINGS, WARRIAM ROAD",www.travelogics.in
KOLKATA,TRAVELLERS CLUB & HOLIDAYS,MR. ABHIJIT CHOUDHURY,PROPRIETOR,travellersclub.kol@gmail.com,.,.0091-9830665114,033-40645662,700056,WEST BENGAL,"4, NARENDRA NAGAR, B.T. ROAD, DUNLOP, L9-BUS STOP, 02ND FLOOR",www.travellersclub.com
NEW DELHI,TRAVELMATE INDIA PRIVATE LIMITED,MRS. SURENDER KUMAR,MANAGING DIRECTOR,travelmateindia@hotmail.com,011-24332667,9810011848,"011-24337744, 24332667,",110024,DELHI,"E-4, DEFENCE COLONY,",www.travelmateindia.com
MUMBAI,TRAVELINE HOLIDAYS,MR.RAJESH B. BHURANI,PARTNER,booking@travelineholidays.in,022-22829612,NULL,"022-22829613, 22843040, 2",,MAHARASHTRA,"37, RUKI MAHAL, OPP.SHIV TEMPLE, COLABA CAUSEWAY, COLABA",www.travelineholidays.in
NEW DELHI,TRAVELITE (INDIA),MR. SARAB JIT SINGH,MANAGING DIRECTOR,tours@traveliteindia.com,011-47125205,00-91-9711597010,"011-47125200-99, (R) 2522",,DELHI,"RZ-A/96, ROAD NO. 6, STREET NO. 9 MAHIPALPUR EXTENSION",www.traveliteindia.com
VARANASI,TRAVEL ZONE,MR. PRADEEP KUMAR CHAURASIA,DIRECTOR,travelzonetours@hotmail.com,0542-2507629,0091-9415226002,"0542-2507620,250762936",221102,UTTAR PRADESH,"52, PATEL NAGAR, NADESAR",
DELHI,TRAVELEASE,MR. VIJAY SHARMA,SR. MANAGER,info@thetravelease.com,.,.,+91-11-43101108,110092,DELHI,"534- BLOCK -7, PATPARGANJ INDUSTRIAL AREA",www.traveleaseholidays.com
ERNAKULAM (DIST.),TRAVELCART INDIA PVT. LTD.,MR. BABICHAN ABRAHAM,DIRECTOR,mail@travelcartindia.com,0484-2663666,.,0484-2663533/ 2663544/266,,KERALA,"VIDHYA VIHAR ROAD, NR. S.H. COLLEGE, THEVARA",www.travelcartindia.com
UDAIPUR,TRAVEL TRADE SERVICE,MR. NIRMAL PANERI,PROPRIETOR,tts@toptoursindia.com,0294-2418639,9414164369,"0294-2418639, (M) 0941416",,RAJASTHAN,"RANG NIWAS, LAKE PALACE ROAD",www.traveltradeservice.com
CHENNAI,TRAVEL TIMES (INDIA) PVT. LTD.,MR. K. SHIVAPRASAD,MANAGING DIRECTOR,tourtime@satyam.net.in,,.,"044-24344787,24346787",,TAMIL NADU,"NO.25/101, DOOR NO. 14/6, PARK CENTRE VENKATNARAYANA RD,NEXT TO NATESAN PARK",www.tamilnaduindia.com
THIRUVANANTHAPURAM,TRAVEL TRAILS (INDIA) PVT. LTD.,MR.BABU ALEX,MANAGING DIRECTOR,babu.alex@traveltrails.co.in,,NULL,0471-3061813,,KERALA,"TC 30/1382, V.V. ROAD, PETTAH, P.O.",www.traveltrail.co.in
NEW DELHI,TRAVEL TREASURE INDIA,MS.MONI VELPULA,PROPRIETOR,moni@tti.co.in,,,011-45072380-81,110085,DELHI,"A-266, TOP FLOOR, PRASHANT VIHAR, BEHIND PVR  ROHINI",www.tti.co.in
GURGAON,TRAVEL SOLUTIONS,MR.PRADEEP PAREKH,MANAGING DIRECTOR,info@travsol.in,0124-4717555,,0124-4717500,,HARYANA,"O-133, DLF SHOPPING MALL, DLF PHASE-I, ARJUN MARG",www.govisitindia.com
GURGAON,TRAVEL SCOPE (I) PVT. LTD.,MR. P.N. NARAYANASWAMY,DIRECTOR,mohan@travelscopeindia.com,0124-4999477,.,"0124-4999499,4999456, 499",122002,HARYANA,"215 QUTAB PLAZA,SECOND FLOOR DLF CITY, PHASE-I",www.travelscopeindia.com
NEW DELHI,TRAVEL PROMOTION BUREAU PVT. LTD.,MAHARAJ I.S.WAHI - CHAIRMAN,"MR. SIDDHARTH WAHI, MANAGING DIRECTOR/ MS. EKTA KAPUR, DIRECTOR",info@tpbindia.com,,,"011-26211786, 26211787, 2",,DELHI,"M-3, KAILASH PLAZA, 252-H SANTNAGAR, EAST OF KAILASH",www.tpbindia.com
NEW DELHI,TRAVEL SPIRIT INTERNATIONAL PVT LTD,MR. JATINDER S.TANEJA,M.D.,mdoffice@tsimails.com,011-29812211,9810086560,"011-49900900, 69400400",110025,DELHI,"218, Splendor Forum, Jasola District Centre",www.tsiholidays.com
NEW DELHI,TRAVEL PLANNERS PVT LTD,MR. VINOD SAIGAL,DIRECTOR,vsaigal@travelplannersindia.com,.,0091-98 71 91 6107,"011 - 46164144, 46164120",110037,DELHI,"A-192, ROAD NO.4, GALI NO.8, MAHIPALPUR EXTENSION, NH-8,",www.travelonline.com
NEW DELHI,TRAVEL PLUS (A UNIT OF IBIS TRAVELS (P) LTD.),MR. SUBHASH VERMA,CHAIRMAN,subhashverma.travelplus@gmail.com,011-43436603,9899928718,1145795002,110001,DELHI,"1001-007, 10TH FLOOR, VIJAYA BANK BUILDING,BARAKHAMBA ROAD",www.plustoursindia.com
AGRA,TRAVEL POINT,MR. JOHN THOMAS,M.D.,tvlpoint@sify.com,0562-2330219,.,0562-3266247,,UTTAR PRADESH,"#306, 307, HOTEL RATANDEEP COMPLEX FATEHABAD ROAD",
NEW DELHI,TRAVEL PALS (INDIA) PVT. LTD.,MR. H.K. CHOPRA,CHAIRMAN & MD,info@travelpalsindia.com,011-23734599,9811688843,"011-23734597 43573111, (R",,DELHI,"B 508, 5TH FLOOR, STATESMAN HOUSE 148 BARAKHAMBA ROAD",www.travelpalsindia.com
NEW DELHI,TRAVEL PACK MKTG. & LEISURE SERVICE,MRS. SAROJ GULATI,BRANCH HEAD,delhi.res@travelpack.com,011-42492266,,011-42492244,,DELHI,"406, 4TH FLOOR, JYOTI SHIKHAR BUILDING DISTRICT CENTRE, JANAK PURI",www.travelpack.com
NEW DELHI,TRAVEL ONLINE,MR. ABUL RASHID CHATTA,C.M.D.,sales@travelonlines.com,0091- 11 - 4734 0699,0091 - 98 18 451 560,0091 - 11- 47340699,110001,DELHI,"28,GROUND FLOOR, N.D.M.C. MARKET, CONNAUGHT PLACE",www.travelonlines.com
